MJD,EDR,EDR60,EDR180,rho_eff,rho_eff_60,rho_eff_180,jb08_rho,nrlmsise00_rho,rho_eff_360
60068.945972222224,-144.4165828116238,28.452598178945482,-70.19617162774816,4.937746620303026e-12,-9.728226340889448e-13,2.400076933444977e-12,6.639057685259889e-13,1.1794895000172552e-12,2.400076933444977e-12
60068.94631944445,-154.5759213641286,33.66117915002008,-71.16605380862609,5.284765881206582e-12,-1.1508354569283555e-12,2.4330822662993157e-12,6.647161502460722e-13,1.174473340825881e-12,2.4330822662993157e-12
60068.94666666666,-167.04426470771432,38.29710384433468,-72.25557893247937,5.710665765737488e-12,-1.3092455477798613e-12,2.470168381508025e-12,6.656720071943238e-13,1.168781959892299e-12,2.470168381508025e-12
60068.94701388889,-181.42096449062228,42.28947703527908,-73.48215629830119,6.201730229796808e-12,-1.445631869879872e-12,2.511928603981072e-12,6.667940867268239e-13,1.162518051782751e-12,2.511928603981072e-12
60068.94736111111,-197.60546008497477,45.574009147348505,-74.86130411815313,6.7545039015641555e-12,-1.5578001866107964e-12,2.5588916952234257e-12,6.681025755798063e-13,1.155802735122578e-12,2.5588916952234257e-12
60068.94770833333,-215.36977291107178,48.100139612331986,-76.40535322576761,7.36117560657513e-12,-1.6440263162340646e-12,2.6114770646552664e-12,6.696171394477536e-13,1.1487733778098028e-12,2.6114770646552664e-12
60068.94805555556,-233.70513020828366,49.8365497837464,-78.11513341036017,7.987250303959659e-12,-1.7032445845487906e-12,2.669710855382984e-12,6.713569888666739e-13,1.1415807358470166e-12,2.669710855382984e-12
60068.94840277778,-251.20367235317826,50.76770501360297,-79.97630049576682,8.584604076084872e-12,-1.7349294431512572e-12,2.7331004710029744e-12,6.733409722021469e-13,1.1343855914687494e-12,2.7331004710029744e-12
60068.94875,-266.8328090310097,50.88628504897157,-81.96413569295026,9.11795158298959e-12,-1.738836708273041e-12,2.800798835435029e-12,6.755878554459647e-13,1.1273553050214157e-12,2.800798835435029e-12
60068.94909722222,-279.96717812493443,50.1893829897667,-84.04837824486589,9.565934514304912e-12,-1.71487370129948e-12,2.8717697828319495e-12,6.781166920306204e-13,1.1206602486436713e-12,2.8717697828319495e-12
60068.94944444444,-290.0900421254337,48.681583757263915,-86.19464557695512,9.910913909945542e-12,-1.66320423163448e-12,2.9448363878760406e-12,6.809474384419296e-13,1.1144703639192828e-12,2.9448363878760406e-12
60068.949791666666,-297.07955280691385,46.37635577705999,-88.36871678551141,1.0148750772757916e-11,-1.5842964353593171e-12,3.0188280354234887e-12,6.841020769928966e-13,1.1089520302772091e-12,3.0188280354234887e-12
60068.95013888889,-301.48753310739994,43.29076231823613,-90.54339858471435,1.0298321210939612e-11,-1.4787416621330729e-12,3.0928144608332955e-12,6.876065658854083e-13,1.10426511868745e-12,3.0928144608332955e-12
60068.95048611111,-304.25254595279694,39.438892747585975,-92.7020768409576,1.0391705848948571e-11,-1.3470302151710786e-12,3.166227290230513e-12,6.914947271283191e-13,1.1005603901708936e-12,3.166227290230513e-12
60068.950833333336,-305.393818333745,34.8453737952436,-94.82899425588548,1.0429577364731734e-11,-1.1900126983033042e-12,3.238527673571363e-12,6.958162346834614e-13,1.0979767513987215e-12,3.238527673571363e-12
60068.95118055555,-303.5042782574892,29.565523943925896,-96.89508617669344,1.03639048642529e-11,-1.0095880004586991e-12,3.3087225679793437e-12,7.006555907558299e-13,1.0966383632218649e-12,3.3087225679793437e-12
60068.951527777775,-297.31525910645723,23.683448454737665,-98.8599898328676,1.0151405628668389e-11,-8.086375811058398e-13,3.3754334044460617e-12,7.061830939821461e-13,1.0966500472099057e-12,3.3754334044460617e-12
60068.951875,-285.97960844635963,17.30427041488389,-100.67668515921218,9.763212205508508e-12,-5.907598273871431e-13,3.437055693224094e-12,7.128218170480777e-13,1.098086406986392e-12,3.437055693224094e-12
60068.95222222222,-262.77811294049025,10.649211237952112,-102.23535273403216,8.970029291859989e-12,-3.635148135844468e-13,3.489842051250236e-12,7.21957751136975e-13,1.1009578664198752e-12,3.489842051250236e-12
60068.952569444446,-139.64419639855623,5.41052786509196,-102.59162743559905,4.766207565070875e-12,-1.846671720465047e-13,3.5015632830233423e-12,7.360145338271034e-13,1.1054939184387945e-12,3.5015632830233423e-12
60068.95291666667,-211.50873972103,-1.6253989992663265,-103.6191473628201,7.218088467142194e-12,5.5469451458994307e-14,3.5361762050171842e-12,7.059843036201724e-13,1.1133866717214903e-12,3.5361762050171842e-12
60068.95326388889,-276.17744210362434,-10.288572749681771,-105.2318417061921,9.423764185272375e-12,3.510680765869401e-13,3.5907351935317636e-12,6.923127052971477e-13,1.1211103673480535e-12,3.5907351935317636e-12
60068.95361111111,-275.2447516955435,-19.42768455725163,-106.80603531720462,9.390660982534703e-12,6.628238984719167e-13,3.643954198487034e-12,6.868628073441073e-13,1.1306493147392212e-12,3.643954198487034e-12
60068.95395833333,-256.0299076773226,-28.678132934868337,-108.1750616691323,8.733882723677564e-12,9.782898102000142e-13,3.690148197200137e-12,6.834990292524514e-13,1.1418877945757654e-12,3.690148197200137e-12
60068.954305555555,-228.47794653847814,-37.8412171330303,-109.26872425885362,7.792902248431389e-12,1.2906843332019754e-12,3.726926383315707e-12,6.810730428758007e-13,1.1547123903754563e-12,3.726926383315707e-12
60068.95465277778,-196.8055222183466,-46.785036472106974,-110.0573440602905,6.711650692515491e-12,1.5955081894958492e-12,3.7532811130124095e-12,6.792391031666189e-13,1.1690018880950626e-12,3.7532811130124095e-12
60068.955,-163.0167857669294,-55.396468075861534,-110.5301962183855,5.558536590189512e-12,1.8889054481002336e-12,3.7688520057016146e-12,6.778575452268403e-13,1.184606148858569e-12,3.7688520057016146e-12
60068.955347222225,-128.05337988585234,-63.55031849859903,-110.68526864022148,4.365704567242654e-12,2.166611423816948e-12,3.773576170030341e-12,6.768590232720043e-13,1.201338305295256e-12,3.773576170030341e-12
60068.95569444444,-93.03130285441875,-71.12459965310991,-110.53040929122321,3.171222958897356e-12,2.424473875371637e-12,3.76772721488335e-12,6.762027039017007e-13,1.2189712817626179e-12,3.76772721488335e-12
60068.956041666665,-59.34775693714619,-78.04379455024997,-110.08534274901385,2.022719724293684e-12,2.6599273627594904e-12,3.751983320446086e-12,6.758606304107759e-13,1.2372367616063744e-12,3.751983320446086e-12
60068.95638888889,-28.34049230441451,-84.28335530751696,-109.38064576242247,9.657663300669568e-13,2.8721458281933546e-12,3.727392724997722e-12,6.758109177436373e-13,1.2558260759919912e-12,3.727392724997722e-12
60068.95673611111,-0.9213609918951988,-89.84537455669293,-108.45364332848635,3.139261335613524e-14,3.061211761845709e-12,3.695232728566213e-12,6.760344665181916e-13,1.2743932789038527e-12,3.695232728566213e-12
60068.957083333335,22.873437769711018,-94.74988872135678,-107.34070196324738,-7.792233421652987e-13,3.2278193467277202e-12,3.656747244392359e-12,6.765132594166746e-13,1.292560701908868e-12,3.656747244392359e-12
60068.95743055556,43.99114626273513,-99.02251070725421,-106.0690057596677,-1.4984032114459837e-12,3.3728525090714203e-12,3.6128665053631856e-12,6.772294309204192e-13,1.3099271742674888e-12,3.6128665053631856e-12
60068.95777777778,63.325842425227165,-102.68114160057158,-104.65738202479358,-2.1566391960503547e-12,3.4969321558171902e-12,3.5642354461718158e-12,6.781647554482237e-13,1.3260789584090516e-12,3.5642354461718158e-12
60068.958125,81.01098454743624,-105.73614446185529,-103.12293271427927,-2.758505788362712e-12,3.6004224385940307e-12,3.5114399410700697e-12,6.79300356306268e-13,1.3406031840373793e-12,3.5114399410700697e-12
60068.95847222222,96.67970254272223,-108.19699475523085,-101.48520619577927,-3.2915411691872247e-12,3.6836569957567104e-12,3.455148552088793e-12,6.806165145806335e-13,1.3531032826021108e-12,3.455148552088793e-12
60068.958819444444,110.1085502691567,-110.08400804083794,-99.7649317529749,-3.748174273333673e-12,3.747338838223776e-12,3.3960700568967186e-12,6.820924853568979e-13,1.3632156249127432e-12,3.3960700568967186e-12
60068.95916666667,121.4078991562128,-111.43571209559838,-97.98127989080405,-4.132200245221965e-12,3.792790090663157e-12,3.3348593592826663e-12,6.837064860136565e-13,1.370626705462126e-12,3.3348593592826663e-12
60068.95951388889,130.98766269534826,-112.29420056131978,-96.14952835011482,-4.457605478348999e-12,3.821453359108885e-12,3.2720384156405355e-12,6.854355715755223e-13,1.375089270904218e-12,3.2720384156405355e-12
60068.959861111114,139.39309629797935,-112.68582257597397,-94.28014244020932,-4.742972986161227e-12,3.834234453467328e-12,3.207964960972229e-12,6.872556673606443e-13,1.376436578771947e-12,3.207964960972229e-12
60068.96020833333,146.98764710873365,-112.61408461934576,-92.38039606580818,-5.000689703030774e-12,3.8312613641309024e-12,3.142887885173466e-12,6.891416275132504e-13,1.374593376088466e-12,3.142887885173466e-12
60068.96055555555,153.69509271532297,-112.06703799248983,-90.4579313097056,-5.228179107411622e-12,3.8121356792247574e-12,3.0770680977371804e-12,6.91067310108177e-13,1.3695825331330152e-12,3.0770680977371804e-12
60068.96090277778,158.76914289966226,-111.03724098416666,-88.52593848637717,-5.400076083861103e-12,3.77661262450385e-12,3.0109553688512192e-12,6.930056106133114e-13,1.361526509606399e-12,3.0109553688512192e-12
60068.96125,161.21232048794627,-109.53525738678873,-86.60487495580544,-5.4824851637490246e-12,3.725059112807702e-12,2.9452459999113034e-12,6.949286147667003e-13,1.3506436385230458e-12,2.9452459999113034e-12
60068.961597222224,160.54423133283854,-107.58638963134338,-84.71824055665549,-5.45910866202757e-12,3.658342543215411e-12,2.8807393265707087e-12,6.968076114352986e-13,1.337238947344275e-12,2.8807393265707087e-12
60068.96194444445,156.31582982465625,-105.23748363157114,-82.89222487194859,-5.314719295575827e-12,3.5780617068786134e-12,2.8183256134348737e-12,6.986133054308459e-13,1.3216907503813674e-12,2.8183256134348737e-12
